,h3_05,geometry,yeeap_number_of_sites,yeeap_distance_to_nearest_site_m
256,85521b37fffffff,"POLYGON ((44.28288158543334 15.259996742371241, 44.2638429806793 15.174049525646634, 44.328434373697654 15.121002458944371, 44.412007012078995 15.153802633158946, 44.431127336972246 15.239648708093776, 44.366593477217656 15.292795752722633, 44.28288158543334 15.259996742371241))",2.0,4054.2539876658666
257,85521b3bfffffff,"POLYGON ((44.03156092335967 15.161279261312284, 44.012685280603385 15.075251869677642, 44.077530901024524 15.022283877059802, 44.16119597899648 15.055242934188756, 44.18015422927629 15.141170011372154, 44.11536496741584 15.194238350190401, 44.03156092335967 15.161279261312284))",2.0,5801.305108230113
258,85521b43fffffff,"POLYGON ((43.48117053372234 15.101645160135376, 43.462627841780574 15.015342335589223, 43.52811797708252 14.962415668861006, 43.61209706494249 14.995690869174485, 43.63072452777111 15.081895034517792, 43.565288304684 15.13492266765549, 43.48117053372234 15.101645160135376))",1.0,9088.760268808564
259,85521b47fffffff,"POLYGON ((43.63072452777111 15.081895034517792, 43.61209706494249 14.995690869174485, 43.6773911716091 14.942783322722622, 43.76125836786472 14.975979113370064, 43.77996996018232 15.062084209506178, 43.71473039957628 15.115092591907953, 43.63072452777111 15.081895034517792))",5.0,1168.6397224133134
260,85521b4bfffffff,"POLYGON ((43.37853772288274 14.981987506968894, 43.360076254290966 14.895708990624167, 43.42561973173841 14.842883499789497, 43.509571507822365 14.876235359317818, 43.52811797708252 14.962415668861006, 43.462627841780574 15.015342335589223, 43.37853772288274 14.981987506968894))",1.0,5726.465028461463
261,85521b4ffffffff,"POLYGON ((43.52811797708252 14.962415668861006, 43.509571507822365 14.876235359317818, 43.5749195925692 14.823428860531363, 43.65876034068725 14.856701632336064, 43.6773911716091 14.942783322722622, 43.61209706494249 14.995690869174485, 43.52811797708252 14.962415668861006))",0.0,11109.071615862045
262,85521b53fffffff,"POLYGON ((43.43407664318984 15.241116039774415, 43.41553786734846 15.154691409667919, 43.48117053372234 15.101645160135376, 43.565288304684 15.13492266765549, 43.58391226289729 15.221248602445495, 43.518333441249446 15.274395734134341, 43.43407664318984 15.241116039774415))",3.0,1353.1314559879704
263,85521b57fffffff,"POLYGON ((43.58391226289729 15.221248602445495, 43.565288304684 15.13492266765549, 43.63072452777111 15.081895034517792, 43.71473039957628 15.115092591907953, 43.73343889638949 15.201319418039985, 43.66805715626495 15.254447803338355, 43.58391226289729 15.221248602445495))",3.0,1639.380342222585
264,85521b5bfffffff,"POLYGON ((43.331309064317345 15.121333730383558, 43.312851784618296 15.034932662338921, 43.37853772288274 14.981987506968894, 43.462627841780574 15.015342335589223, 43.48117053372234 15.101645160135376, 43.41553786734846 15.154691409667919, 43.331309064317345 15.121333730383558))",1.0,7270.485813339529
265,85521b63fffffff,"POLYGON ((43.82635623082401 14.923091315199324, 43.80764167727004 14.83710865065125, 43.87259832258128 14.78434200828796, 43.95621446299401 14.817457253612856, 43.97501210018767 14.90334049130093, 43.91011068547402 14.956207916853126, 43.82635623082401 14.923091315199324))",0.0,17812.446045514804
266,85521b67fffffff,"POLYGON ((43.97501210018767 14.90334049130093, 43.95621446299401 14.817457253612856, 44.020975082559104 14.764711468330217, 44.104477664246566 14.79774827886203, 44.123357746184105 14.883531694315684, 44.05865297378851 14.936378126615375, 43.97501210018767 14.90334049130093))",1.0,5522.156902186234
267,85521b6bfffffff,"POLYGON ((43.72391281121273 14.80391475091639, 43.70527874751303 14.717956232141772, 43.77029006032109 14.66529058434079, 43.853880940865125 14.698482468090175, 43.87259832258128 14.78434200828796, 43.80764167727004 14.83710865065125, 43.72391281121273 14.80391475091639))",0.0,8641.144686516564
268,85521b6ffffffff,"POLYGON ((43.87259832258128 14.78434200828796, 43.853880940865125 14.698482468090175, 43.91869684665955 14.645837543381935, 44.00217501943806 14.678951304449999, 44.020975082559104 14.764711468330217, 43.95621446299401 14.817457253612856, 43.87259832258128 14.78434200828796))",2.0,2748.163780805675
269,85521b73fffffff,"POLYGON ((43.77996996018232 15.062084209506178, 43.76125836786472 14.975979113370064, 43.82635623082401 14.923091315199324, 43.91011068547402 14.956207916853126, 43.928905765901206 15.042213539464903, 43.8638630763635 15.095202040458185, 43.77996996018232 15.062084209506178))",1.0,3037.207127384437
270,85521b77fffffff,"POLYGON ((43.928905765901206 15.042213539464903, 43.91011068547402 14.956207916853126, 43.97501210018767 14.90334049130093, 44.05865297378851 14.936378126615375, 44.077530901024524 15.022283877059802, 44.012685280603385 15.075251869677642, 43.928905765901206 15.042213539464903))",0.0,16415.814504282673
271,85521b7bfffffff,"POLYGON ((43.6773911716091 14.942783322722622, 43.65876034068725 14.856701632336064, 43.72391281121273 14.80391475091639, 43.80764167727004 14.83710865065125, 43.82635623082401 14.923091315199324, 43.76125836786472 14.975979113370064, 43.6773911716091 14.942783322722622))",1.0,6614.270314521616
272,85521b83fffffff,"POLYGON ((43.84623739797169 15.719667127995681, 43.82737221461831 15.633160285254794, 43.892786058251076 15.579711826740201, 43.977009118468324 15.612670229484708, 43.99595853947122 15.699076599802542, 43.93060083862371 15.752625044883299, 43.84623739797169 15.719667127995681))",1.0,2046.619820115492
273,85521b87fffffff,"POLYGON ((43.99595853947122 15.699076599802542, 43.977009118468324 15.612670229484708, 44.04222397875135 15.559240920729579, 44.12633166368913 15.592118138495474, 44.14536466907594 15.678423632759614, 44.080206581106836 15.731952789190062, 43.99595853947122 15.699076599802542))",4.0,5994.9392499086825
274,85521b8bfffffff,"POLYGON ((43.743034629470564 15.600120455521392, 43.724251108266074 15.513632358175904, 43.789720519204444 15.460284117243276, 43.873918059429144 15.493323762162037, 43.892786058251076 15.579711826740201, 43.82737221461831 15.633160285254794, 43.743034629470564 15.600120455521392))",8.0,3943.693668912156
275,85521b8ffffffff,"POLYGON ((43.892786058251076 15.579711826740201, 43.873918059429144 15.493323762162037, 43.93918911877703 15.439994534309866, 44.0232721532303 15.472953295015232, 44.04222397875135 15.559240920729579, 43.977009118468324 15.612670229484708, 43.892786058251076 15.579711826740201))",4.0,4424.995620378949
276,85521b93fffffff,"POLYGON ((43.799542513323466 15.85985909350378, 43.78068028120507 15.773234210310193, 43.84623739797169 15.719667127995681, 43.93060083862371 15.752625044883299, 43.949547721643526 15.839149426090056, 43.88404668979613 15.892816397688573, 43.799542513323466 15.85985909350378))",3.0,1397.104477613142
277,85521b97fffffff,"POLYGON ((43.949547721643526 15.839149426090056, 43.93060083862371 15.752625044883299, 43.99595853947122 15.699076599802542, 44.080206581106836 15.731952789190062, 44.09923745928251 15.818376261477642, 44.03393647730717 15.872024457378698, 43.949547721643526 15.839149426090056))",5.0,4516.96575978155
278,85521b9bfffffff,"POLYGON ((43.69620229843262 15.740194320782509, 43.677422006102034 15.653587415029309, 43.743034629470564 15.600120455521392, 43.82737221461831 15.633160285254794, 43.84623739797169 15.719667127995681, 43.78068028120507 15.773234210310193, 43.69620229843262 15.740194320782509))",3.0,6779.0253727690715
279,85521ba3fffffff,"POLYGON ((44.191347347704934 15.538708624479149, 44.17231234627695 15.452521837971496, 44.23718611444374 15.399232559540787, 44.321037616549376 15.43203027041053, 44.340155143278544 15.518115823107667, 44.27533881782249 15.57150490123064, 44.191347347704934 15.538708624479149))",6.0,1828.2515873348384
280,85521ba7fffffff,"POLYGON ((44.340155143278544 15.518115823107667, 44.321037616549376 15.43203027041053, 44.38571246629746 15.37876192071311, 44.46944696331745 15.411479469767253, 44.48864636498817 15.497463399774098, 44.42402956983167 15.550831404710676, 44.340155143278544 15.518115823107667))",1.0,8782.54514377459
281,85521babfffffff,"POLYGON ((44.08834466144713 15.419643722592141, 44.0693905636684 15.333475566440079, 44.13432120638604 15.280286320579224, 44.21814924695365 15.31316520179088, 44.23718611444374 15.399232559540787, 44.17231234627695 15.452521837971496, 44.08834466144713 15.419643722592141))",3.0,4856.262062329262
282,85521baffffffff,"POLYGON ((44.23718611444374 15.399232559540787, 44.21814924695365 15.31316520179088, 44.28288158543334 15.259996742371241, 44.366593477217656 15.292795752722633, 44.38571246629746 15.37876192071311, 44.321037616549376 15.43203027041053, 44.23718611444374 15.399232559540787))",4.0,3842.360508849
283,85521bb3fffffff,"POLYGON ((44.14536466907594 15.678423632759614, 44.12633166368913 15.592118138495474, 44.191347347704934 15.538708624479149, 44.27533881782249 15.57150490123064, 44.29445475449637 15.657709121576335, 44.22949646566466 15.71121834176634, 44.14536466907594 15.678423632759614))",1.0,2042.522625240622
284,85521bb7fffffff,"POLYGON ((44.29445475449637 15.657709121576335, 44.27533881782249 15.57150490123064, 44.340155143278544 15.518115823107667, 44.42402956983167 15.550831404710676, 44.44322778492476 15.636933959024178, 44.37846947086172 15.69042259924781, 44.29445475449637 15.657709121576335))",0.0,10349.356203603113
285,85521bbbfffffff,"POLYGON ((44.04222397875135 15.559240920729579, 44.0232721532303 15.472953295015232, 44.08834466144713 15.419643722592141, 44.17231234627695 15.452521837971496, 44.191347347704934 15.538708624479149, 44.12633166368913 15.592118138495474, 44.04222397875135 15.559240920729579))",4.0,3004.1600050028696
286,85521bc3fffffff,"POLYGON ((43.48984838743223 15.500676078021991, 43.47123185289337 15.414108756294064, 43.53695375710846 15.36084272400467, 43.62123801870869 15.394043446116996, 43.639939916883826 15.480511592137184, 43.57427236458747 15.533878200054273, 43.48984838743223 15.500676078021991))",15.0,1857.1817894717433
287,85521bc7fffffff,"POLYGON ((43.639939916883826 15.480511592137184, 43.62123801870869 15.394043446116996, 43.68676242210197 15.340795649042494, 43.77093390596923 15.373915561222201, 43.789720519204444 15.460284117243276, 43.724251108266074 15.513632358175904, 43.639939916883826 15.480511592137184))",4.0,6364.523340426026
288,85521bcbfffffff,"POLYGON ((43.38683568310793 15.380826994499085, 43.36830096337867 15.294281277155463, 43.43407664318984 15.241116039774415, 43.518333441249446 15.274395734134341, 43.53695375710846 15.36084272400467, 43.47123185289337 15.414108756294064, 43.38683568310793 15.380826994499085))",6.0,1949.7251893377618
289,85521bcffffffff,"POLYGON ((43.53695375710846 15.36084272400467, 43.518333441249446 15.274395734134341, 43.58391226289729 15.221248602445495, 43.66805715626495 15.254447803338355, 43.68676242210197 15.340795649042494, 43.62123801870869 15.394043446116996, 43.53695375710846 15.36084272400467))",1.0,5450.705283779506
290,85521bd3fffffff,"POLYGON ((43.44259552778759 15.640747324626796, 43.42398291477187 15.554060403119147, 43.48984838743223 15.500676078021991, 43.57427236458747 15.533878200054273, 43.59297075719106 15.620465918303127, 43.5271595684678 15.673950726290396, 43.44259552778759 15.640747324626796))",7.0,3883.0759215333405
291,85521bd7fffffff,"POLYGON ((43.59297075719106 15.620465918303127, 43.57427236458747 15.533878200054273, 43.639939916883826 15.480511592137184, 43.724251108266074 15.513632358175904, 43.743034629470564 15.600120455521392, 43.677422006102034 15.653587415029309, 43.59297075719106 15.620465918303127))",9.0,4764.106062690562
292,85521bdbfffffff,"POLYGON ((43.3394470280061 15.520776692304935, 43.32091650564074 15.434110614927777, 43.38683568310793 15.380826994499085, 43.47123185289337 15.414108756294064, 43.48984838743223 15.500676078021991, 43.42398291477187 15.554060403119147, 43.3394470280061 15.520776692304935))",9.0,2894.8205408324384
293,85521c03fffffff,"POLYGON ((43.171199866866026 17.296282600527572, 43.15246448341097 17.208419687556958, 43.219685151417075 17.153689509848213, 43.30558665835121 17.186723367375343, 43.32441163560102 17.274486154084297, 43.25724569557745 17.329315218509542, 43.171199866866026 17.296282600527572))",0.0,11344.526470522358
294,85521c07fffffff,"POLYGON ((43.32441163560102 17.274486154084297, 43.30558665835121 17.186723367375343, 43.372603819570124 17.132005597882667, 43.45839072653524 17.16495186697899, 43.47730461679346 17.252614080697857, 43.4103428705591 17.307430606030117, 43.32441163560102 17.274486154084297))",1.0,9026.549899046746
295,85521c0bfffffff,"POLYGON ((43.06644931316115 17.175297967170458, 43.047798944341594 17.087445529177405, 43.11507373067884 17.03281449358746, 43.20094495024103 17.065936763838874, 43.219685151417075 17.153689509848213, 43.15246448341097 17.208419687556958, 43.06644931316115 17.175297967170458))",0.0,13100.565313628193
296,85521c0ffffffff,"POLYGON ((43.219685151417075 17.153689509848213, 43.20094495024103 17.065936763838874, 43.26801691897275 17.011318007957883, 43.35377446414198 17.044352993180123, 43.372603819570124 17.132005597882667, 43.30558665835121 17.186723367375343, 43.219685151417075 17.153689509848213))",1.0,6796.719242971665
297,85521c13fffffff,"POLYGON ((43.12256040250101 17.439095718787414, 43.1038299890846 17.35112347682122, 43.171199866866026 17.296282600527572, 43.25724569557745 17.329315218509542, 43.2760661447906 17.417187353495354, 43.20875091363393 17.47212698674408, 43.12256040250101 17.439095718787414))",0.0,23837.4250116249
298,85521c17fffffff,"POLYGON ((43.2760661447906 17.417187353495354, 43.25724569557745 17.329315218509542, 43.32441163560102 17.274486154084297, 43.4103428705591 17.307430606030117, 43.42925267225511 17.395202183843438, 43.36214207067987 17.450129874881227, 43.2760661447906 17.417187353495354))",0.0,8858.517921268754
299,85521c23fffffff,"POLYGON ((43.52520412956306 17.110247226299336, 43.506286298147195 17.022695206179222, 43.57295186810122 16.968103159100277, 43.65847928729967 17.000964390386144, 43.67748491634622 17.08841538868386, 43.610875511358934 17.143106183712657, 43.52520412956306 17.110247226299336))",8.0,1413.4017735724242
300,85521c27fffffff,"POLYGON ((43.67748491634622 17.08841538868386, 43.65847928729967 17.000964390386144, 43.724941299100884 16.946386764918444, 43.810352289505346 16.979161531813823, 43.82944503780019 17.06651107707272, 43.763039859221294 17.121187313420485, 43.67748491634622 17.08841538868386))",4.0,3256.396569613279
301,85521c2bfffffff,"POLYGON ((43.42064335689742 16.98974723470833, 43.40180977181377 16.902205637079838, 43.46853090446514 16.84771259570743, 43.55403024161116 16.880662153439882, 43.57295186810122 16.968103159100277, 43.506286298147195 17.022695206179222, 43.42064335689742 16.98974723470833))",2.0,3681.639113632938
302,85521c2ffffffff,"POLYGON ((43.57295186810122 16.968103159100277, 43.55403024161116 16.880662153439882, 43.62054848662824 16.826183398922268, 43.70593230702379 16.859046785049113, 43.724941299100884 16.946386764918444, 43.65847928729967 17.000964390386144, 43.57295186810122 16.968103159100277))",3.0,4390.851935803445
303,85521c33fffffff,"POLYGON ((43.47730461679346 17.252614080697857, 43.45839072653524 17.16495186697899, 43.52520412956306 17.110247226299336, 43.610875511358934 17.143106183712657, 43.629877633724995 17.230667383773223, 43.56312032567546 17.285470646540297, 43.47730461679346 17.252614080697857))",0.0,15331.84544324001
